Source,Target,Type,Id
GDSC001790039700.txt,Frankfort,location,1
GDSC001790039700.txt,West Wells St. Milwaukee,location,1
GDSC001790039700.txt,UJHEREAS,location,4
GDSC001790039700.txt,Cheyenne,location,1
GDSC001790039700.txt,Arizona,location,1
GDSC001790039700.txt,Topeka Ave. Topeka,location,1
GDSC001790039700.txt,Pittsburgh,location,1
GDSC001790039700.txt,New York City,location,6
GDSC001790039700.txt,United States of America,location,4
GDSC001790039700.txt,Albuquerque,location,1
GDSC001790039700.txt,WY,location,1
GDSC001790039700.txt,Los Angeles,location,1
GDSC001790039700.txt,Sunflower County,location,4
GDSC001790039700.txt,Florida,location,1
GDSC001790039700.txt,Rhode Island,location,1
GDSC001790039700.txt,Keeaumoku St. Honolulu,location,1
GDSC001790039700.txt,Ohio,location,2
GDSC001790039700.txt,East Sahara Las Vegas,location,1
GDSC001790039700.txt,North Clark Chicago,location,1
GDSC001790039700.txt,North Central Phoenix,location,1
GDSC001790039700.txt,South Africa,location,2
GDSC001790039700.txt,Boston,location,1
GDSC001790039700.txt,MN,location,1
GDSC001790039700.txt,St. 2nd Floor Portland,location,1
GDSC001790039700.txt,North Carolina,location,1
GDSC001790039700.txt,North Oak Street Ruleville,location,1
GDSC001790039700.txt,Arlington Ave. Nashville,location,1
GDSC001790039700.txt,South State St. Jackson,location,1
GDSC001790039700.txt,Carlisle,location,1
GDSC001790039700.txt,Middletown,location,1
GDSC001790039700.txt,Richmond,location,1
GDSC001790039700.txt,Providence,location,1
GDSC001790039700.txt,South Second East Salt Lake City,location,1
GDSC001790039700.txt,North Third St. Bismarck,location,1
GDSC001790039700.txt,St. Burlington,location,1
GDSC001790039700.txt,FL,location,1
GDSC001790039700.txt,St. Columbia,location,1
GDSC001790039700.txt,Fifth Ave. New York City,location,1
GDSC001790039700.txt,Rhodesia,location,2
GDSC001790039700.txt,Fayette,location,1
GDSC001790039700.txt,Hillman St. Youngstown,location,1
GDSC001790039700.txt,Washington St.,location,1
GDSC001790039700.txt,Monument Square Portland,location,1
GDSC001790039700.txt,Georgia,location,1
GDSC001790039700.txt,North Dakota,location,2
GDSC001790039700.txt,Pennsylvania,location,3
GDSC001790039700.txt,Orlando,location,1
GDSC001790039700.txt,Detroit,location,1
GDSC001790039700.txt,Namibia,location,4
GDSC001790039700.txt,Austin,location,1
GDSC001790039700.txt,East Long St. Columbus,location,1
GDSC001790039700.txt,Floor St Louis,location,1
GDSC001790039700.txt,State Coordinator Locust Street,location,1
GDSC001790039700.txt,Oklahoma City,location,1
GDSC001790039700.txt,Northwest Washington,location,1
GDSC001790039700.txt,Philadelphia,location,1
GDSC001790039700.txt,Springhill,location,1
GDSC001790039700.txt,Springfield,location,1
GDSC001790039700.txt,Co.,location,1
GDSC001790039700.txt,Virginia,location,2
GDSC001790039700.txt,2nd Floor Indianapolis,location,1
GDSC001790039700.txt,Zimbabwe,location,4
GDSC001790039700.txt,Hartford,location,1
GDSC001790039700.txt,South Carolina,location,2
GDSC001790039700.txt,Virginia St.,location,1
GDSC001790039700.txt,Anchorage,location,1
GDSC001790039700.txt,Hawaii,location,1
GDSC001790039700.txt,Kentucky,location,2
GDSC001790039700.txt,Southern Africa,location,11
GDSC001790039700.txt,South State Street Jackson,location,1
GDSC001790039700.txt,St. Boise,location,1
GDSC001790039700.txt,Baltimore,location,1
GDSC001790039700.txt,Washington D.C.,location,3
GDSC001790039700.txt,Doddsville,location,1
GDSC001790039700.txt,Rome,location,1
GDSC001790039700.txt,South West Africa,location,2
GDSC001790039700.txt,Ruleville,location,9
GDSC001790055100.txt,Madison County Union,location,1
GDSC001790055100.txt,Madison,location,1
GDSC001790055100.txt,Madison County,location,1
GDSC001790055100.txt,Greenville,location,1
GDSC001790055100.txt,Boyd Street Canton,location,1
GDSC001790055100.txt,Mississippi,location,2
GDSC001790055100.txt,Atlanta,location,1
GDSC001790059800.txt,Mississippi,location,7
GDSC001790059800.txt,Gulfport,location,1
GDSC001790059800.txt,USDA,location,1
GDSC001790059800.txt,Spring Hill,location,2
GDSC001790059800.txt,Inverness,location,1
GDSC001790059800.txt,Sunflower County,location,8
GDSC001790059800.txt,Washington,location,9
GDSC001790059800.txt,Greenville,location,2
GDSC001790059800.txt,Bolivar County,location,1
GDSC001790059800.txt,Rome,location,8
GDSC001790059800.txt,Hamilton Street,location,1
GDSC001790059800.txt,Moorhead,location,3
GDSC001790059800.txt,Central Mississippi,location,1
GDSC001790059800.txt,Alabama,location,1
GDSC001790059800.txt,Indianola,location,15
GDSC001790059800.txt,Atlanta,location,13
GDSC001790059800.txt,Ira Crosby,location,1
GDSC001790013000.txt,Mississippi,location,23
GDSC001790013000.txt,Newton,location,1
GDSC001790013000.txt,Jackson,location,1
GDSC001790013000.txt,Capitol,location,1
GDSC001790013000.txt,Caliborne,location,1
GDSC001790013000.txt,J.P.,location,1
GDSC001790013000.txt,City Hall,location,1
GDSC001790013000.txt,Benton,location,1
GDSC001790013000.txt,Coahoma,location,1
GDSC001790013000.txt,Le Flore,location,1
GDSC001790013000.txt,United States of America,location,2
GDSC001790013000.txt,Chickasaw,location,1
GDSC001790013000.txt,Issaquena,location,1
GDSC001790013000.txt,Lafayette,location,1
GDSC001790013000.txt,Amite,location,1
GDSC001790013000.txt,Grenada,location,1
GDSC001790013000.txt,Nishoba,location,1
GDSC001790013000.txt,Lowndes,location,1
GDSC001790013000.txt,Oklibbeha,location,1
GDSC001790013000.txt,Neshoba,location,1
GDSC001790022500.txt,West Point,location,1
GDSC001790022500.txt,Hannah Street,location,4
GDSC001790022500.txt,New York City,location,2
GDSC001790022500.txt,United States of America,location,1
GDSC001790022500.txt,Mississippi,location,15
GDSC001790022500.txt,Greenville,location,5
GDSC001790022500.txt,Club Ebony,location,4
GDSC001790022500.txt,ORHNVIUJ,location,1
GDSC001790022500.txt,Church Avenue Cleveland,location,1
GDSC001790022500.txt,Indianola,location,7
GDSC001790018800.txt,ABBEVILLE,location,1
GDSC001790018800.txt,Columbia,location,5
GDSC001790018800.txt,State House,location,1
GDSC001790018800.txt,Williamsburg,location,1
GDSC001790018800.txt,Lady Street Columbia,location,1
GDSC001790018800.txt,United States of America,location,2
GDSC001790018800.txt,Lexington,location,1
