Source,Target,Type,Id
GDSC001790039200.txt,Andrew Dupree,person,2
GDSC001790039200.txt,H.T. Schneebeli,person,1
GDSC001790039200.txt,Omar Burleson,person,1
GDSC001790039200.txt,R Smith,person,1
GDSC001790039200.txt,Clanton Beamon,person,2
GDSC001790039200.txt,Sam Nunn,person,1
GDSC001790039200.txt,Owen,person,1
GDSC001790039200.txt,Hara,person,1
GDSC001790039200.txt,Dorothy B. Ferebee,person,1
GDSC001790039200.txt,Roland Quinn,person,1
GDSC001790039200.txt,Kay Bailey,person,1
GDSC001790039200.txt,Claire Randall,person,1
GDSC001790039200.txt,James L Hunter,person,1
GDSC001790039200.txt,Matthew Carter,person,1
GDSC001790039200.txt,Black,person,1
GDSC001790039200.txt,E.V. Wolfenstein,person,1
GDSC001790039200.txt,Choirperson Upton,person,1
GDSC001790039200.txt,Finley,person,1
GDSC001790039200.txt,Muriel M. Alexander,person,1
GDSC001790039200.txt,dayman,person,1
GDSC001790039200.txt,Linda V. Bain,person,1
GDSC001790039200.txt,Pete V. Domenici,person,1
GDSC001790039200.txt,Fannie Lou Haimer,person,1
GDSC001790039200.txt,Garner E. Shriver,person,1
GDSC001790039200.txt,Maida Springer Kemp,person,1
GDSC001790039200.txt,Alan Cranston,person,1
GDSC001790039200.txt,Gerald G. Grand,person,1
GDSC001790039200.txt,Peter H. Christiansen,person,1
GDSC001790039200.txt,J. D. Bernal,person,1
